TAG,Time,Value
B,21849,102
I,21852,49669
B,21854,169
R,21856,31738
B,21859,102
I,21861,49702
B,21863,184
R,21866,31731
B,21868,104
I,21871,49707
B,21873,168
R,21875,31770
B,21878,109
I,21880,49700
B,21882,178
R,21885,31752
B,21887,99
I,21889,49607
B,21892,164
R,21894,31753
B,21897,114
I,21899,49694
B,21901,168
R,21904,31741
B,21906,95
I,21908,49630
B,21911,177
R,21913,31768
B,21916,98
I,21918,49656
B,21920,163
R,21923,31756
B,21925,98
I,21927,49680
B,21930,180
R,21932,31774
B,21934,103
I,21937,49702
B,21939,171
R,21942,31757
B,21944,110
I,21946,49685
B,21949,173
R,21951,31758
B,21953,104
I,21956,49689
B,21958,164
R,21961,31752
B,21963,116
I,21965,49706
B,21968,171
R,21970,31764
B,21972,100
I,21975,49741
B,21977,178
R,21979,31800
B,21982,104
I,21984,49715
B,21987,175
R,21989,31758
B,21991,96
I,21994,49668
B,21996,187
R,21998,31788
B,22001,100
I,22003,49714
B,22006,166
R,22008,31757
B,22010,109
I,22013,49728
B,22015,173
R,22017,31783
B,22020,103
I,22022,49718
B,22024,165
R,22027,31763
B,22029,117
I,22032,49713
B,22034,169
R,22036,31781
B,22039,99
I,22041,49682
B,22043,175
R,22046,31793
B,22048,107
I,22051,49689
B,22053,167
R,22055,31767
B,22058,97
I,22060,49660
B,22062,184
R,22065,31775
B,22067,101
I,22069,49701
B,22072,168
R,22074,31754
B,22077,103
I,22079,49721
B,22081,178
R,22084,31754
B,22086,104
I,22088,49678
B,22091,164
R,22093,31755
B,22096,120
I,22098,49716
B,22100,177
R,22103,31765
B,22105,101
I,22107,49694
B,22110,171
R,22112,31780
B,22114,115
I,22117,49705
B,22119,174
R,22122,31785
B,22124,96
I,22126,49675
B,22129,188
R,22131,31776
B,22133,102
I,22136,49723
B,22138,174
R,22141,31747
B,22143,99
I,22145,49689
B,22148,181
R,22150,31744
B,22152,102
I,22155,49747
B,22157,160
R,22159,31774
B,22162,114
I,22164,49753
B,22167,167
R,22169,31796
B,22171,102
I,22174,49730
B,22176,165
R,22178,31799
B,22181,111
I,22183,49745
B,22186,167
R,22188,31787
B,22190,93
I,22193,49682
B,22195,184
R,22197,31783
B,22200,102
I,22202,49749
B,22204,170
R,22207,31757
B,22209,98
I,22212,49726
B,22214,180
R,22216,31747
B,22219,100
I,22221,49754
B,22223,164
R,22226,31738
B,22228,115
I,22231,49770
B,22233,172
R,22235,31775
B,22238,100
I,22240,49740
B,22242,166
R,22245,31791
B,22247,115
I,22249,49756
B,22252,171
R,22254,31770
B,22257,94
I,22259,49686
B,22261,185
R,22264,31805
B,22266,104
I,22268,49756
B,22271,171
R,22273,31755
B,22276,99
I,22278,49745
B,22280,187
R,22283,31794
B,22285,103
I,22287,49777
B,22290,164
R,22292,31780
B,22294,111
I,22297,49777
B,22299,172
R,22302,31779
B,22304,103
I,22306,49748
B,22309,167
R,22311,31803
B,22313,118
I,22316,49756
B,22318,172
R,22321,31754
B,22323,95
I,22325,49680
B,22328,183
R,22330,31801
B,22332,101
I,22335,49756
B,22337,170
R,22339,31780
B,22342,93
I,22344,49693
B,22347,188
R,22349,31768
B,22351,102
I,22354,49719
B,22356,165
R,22358,31757
B,22361,115
I,22363,49763
B,22366,172
R,22368,31755
B,22370,102
I,22373,49717
B,22375,166
R,22377,31775
B,22380,117
I,22382,49728
B,22384,169
R,22387,31767
B,22389,97
I,22392,49687
B,22394,177
R,22396,31786
B,22399,106
I,22401,49732
B,22403,171
R,22406,31802
B,22408,97
I,22411,49700
B,22413,188
R,22415,31781
B,22418,101
I,22420,49741
B,22422,173
R,22425,31781
B,22427,108
I,22429,49788
B,22432,170
R,22434,31777
B,22437,104
I,22439,49749
B,22441,163
R,22444,31803
B,22446,119
I,22448,49745
B,22451,168
R,22453,31777
B,22456,101
I,22458,49719
B,22460,177
R,22463,31782
B,22465,102
I,22467,49710
B,22470,174
R,22472,31765
B,22474,98
I,22477,49696
B,22479,186
R,22482,31799
B,22484,102
I,22486,49733
B,22489,173
R,22491,31765
B,22493,105
I,22496,49759
B,22498,181
R,22501,31757
B,22503,106
I,22505,49737
B,22508,160
R,22510,31773
B,22512,118
I,22515,49757
B,22517,172
R,22519,31783
B,22522,99
I,22524,49714
B,22527,171
R,22529,31801
B,22531,109
I,22534,49760
B,22536,170
R,22538,31771
B,22541,94
I,22543,49733
B,22546,185
R,22548,31807
B,22550,104
I,22553,49779
B,22555,173
R,22557,31781
B,22560,106
I,22562,49843
B,22564,186
R,22567,31792
B,22569,103
I,22572,49804
B,22574,163
R,22576,31787
B,22579,118
I,22581,49787
B,22583,174
R,22586,31783
B,22588,102
I,22591,49764
B,22593,180
R,22595,31812
B,22598,117
I,22600,49764
B,22602,178
R,22605,31820
B,22607,98
I,22609,49727
B,22612,185
R,22614,31787
B,22617,101
I,22619,49785
B,22621,174
R,22624,31773
B,22626,103
I,22628,49811
B,22631,188
R,22633,31765
B,22636,102
I,22638,49760
B,22640,160
R,22643,31792
B,22645,113
I,22647,49805
B,22650,171
R,22652,31806
B,22654,104
I,22657,49793
B,22659,165
R,22662,31796
B,22664,116
I,22666,49783
B,22669,177
R,22671,31798
B,22673,96
I,22676,49769
B,22678,182
R,22681,31793
B,22683,108
I,22685,49818
B,22688,175
R,22690,31761
B,22692,105
I,22695,49862
B,22697,191
R,22699,31766
B,22702,103
I,22704,49797
B,22707,167
R,22709,31779
B,22711,115
I,22714,49837
B,22716,171
R,22718,31790
B,22721,103
I,22723,49763
B,22726,164
R,22728,31797
B,22730,118
I,22733,49773
B,22735,172
R,22737,31772
B,22740,94
I,22742,49756
B,22745,181
R,22747,31808
B,22749,105
I,22752,49809
B,22754,173
R,22756,31775
B,22759,98
I,22761,49777
B,22763,188
R,22766,31773
B,22768,105
I,22771,49807
B,22773,164
R,22775,31792
B,22778,111
I,22780,49823
B,22782,174
R,22785,31793
B,22787,107
I,22790,49810
B,22792,160
R,22794,31815
B,22797,117
I,22799,49828
B,22801,170
R,22804,31791
B,22806,99
I,22808,49770
B,22811,184
R,22813,31820
B,22816,102
I,22818,49809
B,22820,176
R,22823,31791
B,22825,96
I,22827,49795
B,22830,192
R,22832,31802
B,22834,102
I,22837,49796
B,22839,163
R,22842,31770
B,22844,109
I,22846,49812
B,22849,171
R,22851,31773
B,22853,105
I,22856,49797
B,22858,178
R,22861,31809
B,22863,116
I,22865,49829
B,22868,173
R,22870,31774
B,22872,99
I,22875,49774
B,22877,181
R,22879,31818
B,22882,107
I,22884,49808
B,22887,175
R,22889,31781
B,22891,99
I,22894,49791
B,22896,185
R,22898,31791
B,22901,101
I,22903,49859
B,22906,165
R,22908,31780
B,22910,106
I,22913,49849
B,22915,174
R,22917,31804
B,22920,105
I,22922,49836
B,22925,159
R,22927,31837
B,22929,118
I,22932,49863
B,22934,172
R,22936,31802
B,22939,97
I,22941,49803
B,22943,176
R,22946,31820
B,22948,115
I,22951,49844
B,22953,172
R,22955,31816
B,22958,94
I,22960,49808
B,22962,188
R,22965,31833
B,22967,102
I,22969,49853
B,22972,172
R,22974,31790
B,22977,105
I,22979,49880
B,22981,177
R,22984,31790
B,22986,101
I,22988,49868
B,22991,167
R,22993,31804
B,22996,116
I,22998,49879
B,23000,165
R,23003,31817
B,23005,101
I,23007,49875
B,23010,173
R,23012,31815
B,23015,108
I,23017,49868
B,23019,174
R,23022,31768
B,23024,93
I,23026,49857
B,23029,187
R,23031,31821
B,23033,101
I,23036,49867
B,23038,169
R,23041,31784
B,23043,104
I,23045,49907
B,23048,178
R,23050,31805
B,23052,105
I,23055,49882
B,23057,167
R,23060,31821
B,23062,119
I,23064,49889
B,23067,172
R,23069,31812
B,23071,104
I,23074,49895
B,23076,164
R,23078,31845
B,23081,113
I,23083,49867
B,23086,173
R,23088,31814
B,23090,93
I,23093,49829
B,23095,184
R,23097,31824
B,23100,102
I,23102,49902
B,23105,172
R,23107,31823
B,23109,100
I,23112,49902
B,23114,189
R,23116,31816
B,23119,103
I,23121,49906
B,23123,161
R,23126,31802
B,23128,115
I,23131,49904
B,23133,176
R,23135,31791
B,23138,104
I,23140,49891
B,23142,175
R,23145,31818
B,23147,119
I,23150,49857
B,23152,177
R,23154,31797
B,23157,100
I,23159,49880
B,23161,182
R,23164,31868
B,23166,104
I,23168,49857
B,23171,172
R,23173,31777
B,23176,98
I,23178,49792
B,23180,192
R,23183,31800
B,23185,102
I,23187,49807
B,23190,163
R,23192,31783
B,23195,114
I,23197,49813
B,23199,170
R,23202,31789
B,23204,105
I,23206,49816
B,23209,161
R,23211,31819
B,23213,115
I,23216,49807
B,23218,176
R,23221,31782
B,23223,98
I,23225,49782
B,23228,181
R,23230,31832
B,23232,107
I,23235,49825
B,23237,176
