,TAG,Value,Time
1325,R,35737,1591
1326,B,0,1593
1327,I,43683,1593
1328,B,0,1594
1329,R,35756,1595
1330,B,0,1596
1331,I,43766,1597
1332,B,0,1598
1333,R,35760,1599
1334,B,0,1600
1335,I,43782,1601
1336,B,0,1602
1337,R,35756,1603
1338,B,0,1604
1339,I,43763,1605
1340,B,0,1606
1341,R,35788,1607
1342,B,0,1608
1343,I,43868,1608
1344,B,0,1610
1345,R,35696,1610
1346,B,0,1611
1347,I,43750,1612
1348,B,0,1613
1349,R,35702,1614
1350,B,0,1615
1351,I,43862,1616
1352,B,0,1617
1353,R,35609,1618
1354,B,0,1619
1355,I,43859,1620
1356,B,0,1621
1357,R,35708,1622
1358,B,0,1623
1359,I,43744,1623
1360,B,0,1625
1361,R,35744,1625
1362,B,0,1626
1363,I,43830,1627
1364,B,0,1628
1365,R,35769,1629
1366,B,0,1630
1367,I,43840,1631
1368,B,0,1632
1369,R,35766,1633
1370,B,0,1634
1371,I,43820,1635
1372,B,0,1636
1373,R,35635,1637
1374,B,0,1638
1375,I,43788,1639
1376,B,0,1640
1377,R,35654,1640
1378,B,0,1642
1379,I,43808,1642
1380,B,0,1643
1381,R,35705,1644
1382,B,0,1645
1383,I,43811,1646
1384,B,0,1647
1385,R,35689,1648
1386,B,0,1649
1387,I,43817,1650
1388,B,0,1651
1389,R,35628,1652
1390,B,0,1653
1391,I,43760,1654
1392,B,0,1655
1393,R,35644,1656
1394,B,0,1657
1395,I,43808,1657
1396,B,0,1659
1397,R,35622,1659
1398,B,0,1660
1399,I,43728,1661
1400,B,0,1662
1401,R,35641,1663
1402,B,0,1664
1403,I,43884,1665
1404,B,0,1666
1405,R,35660,1667
1406,B,0,1668
1407,I,43747,1669
1408,B,0,1670
1409,R,35625,1671
1410,B,0,1672
1411,I,43827,1673
1412,B,0,1674
1413,R,35657,1674
1414,B,0,1676
1415,I,43833,1676
1416,B,0,1677
1417,R,35635,1678
1418,B,0,1679
1419,I,43804,1680
1420,B,0,1681
1421,R,35737,1682
1422,B,0,1683
1423,I,43744,1684
1424,B,0,1685
1425,R,35702,1686
1426,B,0,1687
1427,I,43852,1688
1428,B,0,1689
1429,R,35712,1689
1430,B,0,1691
1431,I,43763,1691
1432,B,0,1692
1433,R,35702,1693
1434,B,0,1694
1435,I,43923,1695
1436,B,0,1696
1437,R,35772,1697
1438,B,0,1698
1439,I,43843,1699
1440,B,0,1700
1441,R,35648,1701
1442,B,0,1702
1443,I,43843,1703
1444,B,0,1704
1445,R,35660,1705
1446,B,0,1706
1447,I,43820,1706
1448,B,0,1708
1449,R,35753,1708
1450,B,0,1709
1451,I,43843,1710
1452,B,0,1711
1453,R,35635,1712
1454,B,0,1713
1455,I,43801,1714
1456,B,0,1715
1457,R,35657,1716
1458,B,0,1717
1459,I,43808,1718
1460,B,0,1719
1461,R,35596,1720
1462,B,0,1721
1463,I,43843,1722
1464,B,0,1723
1465,R,35763,1723
1466,B,0,1725
1467,I,43779,1725
1468,B,0,1726
1469,R,35785,1727
1470,B,0,1728
1471,I,43868,1729
1472,B,0,1730
1473,R,35715,1731
1474,B,0,1732
1475,I,43804,1733
1476,B,0,1734
1477,R,35718,1735
1478,B,0,1736
1479,I,43817,1737
1480,B,0,1738
1481,R,35763,1739
1482,B,0,1740
1483,I,43862,1740
1484,B,0,1742
1485,R,35772,1742
1486,B,0,1743
1487,I,43814,1744
1488,B,0,1745
