,TAG,Value,Time
1432,B,441,3359
1433,R,37846,3361
1434,B,91,3363
1435,I,41804,3366
1436,B,210,3368
1437,R,37855,3370
1438,B,203,3373
1439,I,41593,3375
1440,B,250,3378
1441,R,37813,3380
1442,B,97,3382
1443,I,41856,3385
1444,B,283,3387
1445,R,37886,3389
1446,B,385,3392
1447,I,41585,3394
1448,B,188,3396
1449,R,37748,3399
1450,B,124,3401
1451,I,41926,3403
1452,B,283,3406
1453,R,37862,3408
1454,B,222,3410
1455,I,41896,3413
1456,B,194,3415
1457,R,37789,3417
1458,B,172,3420
1459,I,41949,3422
1460,B,549,3424
